"rules","support","confidence","coverage","lift","count"
"{} => {Brinjals}",0.271764985727878,0.271764985727878,1,1,2285
"{} => {Gourd & Cucumber}",0.299595623215985,0.299595623215985,1,1,2519
"{} => {Beans}",0.398073263558516,0.398073263558516,1,1,3347
"{} => {Root Vegetables}",0.413058991436727,0.413058991436727,1,1,3473
"{} => {Other Vegetables}",0.426736441484301,0.426736441484301,1,1,3588
"{Foam & Gels} => {Shaving Cream}",0.00832540437678402,1,0.00832540437678402,120.114285714286,70
"{Shaving Cream} => {Foam & Gels}",0.00832540437678402,1,0.00832540437678402,120.114285714286,70
"{Oats} => {Other Vegetables}",0.00606565176022835,0.662337662337662,0.00915794481446242,1.5521000738392,51
"{Other Vegetables} => {Oats}",0.00606565176022835,0.0142140468227425,0.426736441484301,1.5521000738392,51
"{Instant Pastas} => {Banana}",0.00523311132254995,0.530120481927711,0.00987155090390105,2.04180165462583,44
"{Banana} => {Instant Pastas}",0.00523311132254995,0.0201557489693083,0.259633682207422,2.04180165462583,44
"{Cakes} => {Root Vegetables}",0.00523311132254995,0.403669724770642,0.0129638439581351,0.977268944967337,44
"{Root Vegetables} => {Cakes}",0.00523311132254995,0.0126691621076879,0.413058991436727,0.977268944967336,44
"{Shaving Blade & Razors} => {Root Vegetables}",0.00535204567078972,0.391304347826087,0.0136774500475737,0.947332840921895,45
"{Root Vegetables} => {Shaving Blade & Razors}",0.00535204567078972,0.0129570976101353,0.413058991436727,0.947332840921894,45
"{Shaving Blade & Razors} => {Other Vegetables}",0.0054709800190295,0.4,0.0136774500475737,0.937346711259755,46
"{Other Vegetables} => {Shaving Blade & Razors}",0.0054709800190295,0.0128205128205128,0.426736441484301,0.937346711259755,46
"{Vermicelli} => {Beans}",0.0054709800190295,0.46,0.0118934348239772,1.15556617866746,46
"{Beans} => {Vermicelli}",0.0054709800190295,0.0137436510307738,0.398073263558516,1.15556617866746,46
"{Vermicelli} => {Other Vegetables}",0.00511417697431018,0.43,0.0118934348239772,1.00764771460424,43
"{Other Vegetables} => {Vermicelli}",0.00511417697431018,0.011984392419175,0.426736441484301,1.00764771460424,43
"{Healthy & Digestive Biscuits} => {Root Vegetables}",0.00594671741198858,0.403225806451613,0.0147478591817317,0.976194235717006,50
"{Root Vegetables} => {Healthy & Digestive Biscuits}",0.00594671741198858,0.0143967751223726,0.413058991436727,0.976194235717006,50
"{Healthy & Digestive Biscuits} => {Other Vegetables}",0.0063035204567079,0.42741935483871,0.0147478591817317,1.00160031646708,53
"{Other Vegetables} => {Healthy & Digestive Biscuits}",0.0063035204567079,0.0147714604236343,0.426736441484301,1.00160031646708,53
"{Ready Mix} => {Beans}",0.00535204567078972,0.463917525773196,0.0115366317792578,1.16540739668391,45
"{Beans} => {Ready Mix}",0.00535204567078972,0.0134448760083657,0.398073263558516,1.16540739668391,45
"{Aluminium Foil & Cling Wrap} => {Other Dals}",0.00570884871550904,0.355555555555556,0.0160561370123692,1.53151183970856,48
"{Other Dals} => {Aluminium Foil & Cling Wrap}",0.00570884871550904,0.0245901639344262,0.232159847764034,1.53151183970856,48
"{Aluminium Foil & Cling Wrap} => {Gourd & Cucumber}",0.0054709800190295,0.340740740740741,0.0160561370123692,1.13733550938791,46
"{Gourd & Cucumber} => {Aluminium Foil & Cling Wrap}",0.0054709800190295,0.018261214767765,0.299595623215985,1.13733550938791,46
"{Aluminium Foil & Cling Wrap} => {Beans}",0.00618458610846813,0.385185185185185,0.0160561370123692,0.96762385331253,52
"{Beans} => {Aluminium Foil & Cling Wrap}",0.00618458610846813,0.0155363011652226,0.398073263558516,0.96762385331253,52
"{Aluminium Foil & Cling Wrap} => {Root Vegetables}",0.00582778306374881,0.362962962962963,0.0160561370123692,0.87871943351356,49
"{Root Vegetables} => {Aluminium Foil & Cling Wrap}",0.00582778306374881,0.0141088396199251,0.413058991436727,0.87871943351356,49
"{Aluminium Foil & Cling Wrap} => {Other Vegetables}",0.00701712654614653,0.437037037037037,0.0160561370123692,1.02413807341344,59
"{Other Vegetables} => {Aluminium Foil & Cling Wrap}",0.00701712654614653,0.0164437012263099,0.426736441484301,1.02413807341344,59
"{Other Oils} => {Banana}",0.00618458610846813,0.353741496598639,0.0174833491912464,1.36246381282701,52
"{Banana} => {Other Oils}",0.00618458610846813,0.0238204306000916,0.259633682207422,1.36246381282701,52
"{Other Oils} => {Beans}",0.0071360608943863,0.408163265306122,0.0174833491912464,1.0253470973092,60
"{Beans} => {Other Oils}",0.0071360608943863,0.0179265013444876,0.398073263558516,1.0253470973092,60
"{Other Oils} => {Root Vegetables}",0.00594671741198858,0.340136054421769,0.0174833491912464,0.82345636210142,50
"{Root Vegetables} => {Other Oils}",0.00594671741198858,0.0143967751223726,0.413058991436727,0.82345636210142,50
"{Other Oils} => {Other Vegetables}",0.00832540437678402,0.476190476190476,0.0174833491912464,1.1158889419759,70
"{Other Vegetables} => {Other Oils}",0.00832540437678402,0.0195094760312152,0.426736441484301,1.1158889419759,70
"{Corn Snacks} => {Namkeen}",0.00915794481446242,0.493589743589744,0.0185537583254044,3.3823166781602,77
"{Namkeen} => {Corn Snacks}",0.00915794481446242,0.0627546862265689,0.1459324452902,3.3823166781602,77
"{Corn Snacks} => {Banana}",0.00666032350142721,0.358974358974359,0.0185537583254044,1.38261860295759,56
"{Banana} => {Corn Snacks}",0.00666032350142721,0.0256527714154833,0.259633682207422,1.38261860295759,56
"{Corn Snacks} => {Root Vegetables}",0.00749286393910561,0.403846153846154,0.0185537583254044,0.977696073002724,63
"{Root Vegetables} => {Corn Snacks}",0.00749286393910561,0.0181399366541895,0.413058991436727,0.977696073002724,63
"{Corn Snacks} => {Other Vegetables}",0.0063035204567079,0.33974358974359,0.0185537583254044,0.796143841294343,53
"{Other Vegetables} => {Corn Snacks}",0.0063035204567079,0.0147714604236343,0.426736441484301,0.796143841294343,53
"{Buns & Pavs} => {Bread}",0.00606565176022835,0.261538461538462,0.0231921979067555,2.18372927965778,51
"{Bread} => {Buns & Pavs}",0.00606565176022835,0.0506454816285998,0.11976688867745,2.18372927965778,51
"{Buns & Pavs} => {Namkeen}",0.00570884871550904,0.246153846153846,0.0231921979067555,1.68676572001755,48
"{Namkeen} => {Buns & Pavs}",0.00570884871550904,0.039119804400978,0.1459324452902,1.68676572001755,48
"{Buns & Pavs} => {Banana}",0.00558991436726927,0.241025641025641,0.0231921979067555,0.928329633414379,47
"{Banana} => {Buns & Pavs}",0.00558991436726927,0.021530004580852,0.259633682207422,0.928329633414379,47
"{Buns & Pavs} => {Other Dals}",0.00594671741198858,0.256410256410256,0.0231921979067555,1.10445565363598,50
"{Other Dals} => {Buns & Pavs}",0.00594671741198858,0.0256147540983607,0.232159847764034,1.10445565363598,50
"{Buns & Pavs} => {Brinjals}",0.00606565176022835,0.261538461538462,0.0231921979067555,0.962369971385289,51
"{Brinjals} => {Buns & Pavs}",0.00606565176022835,0.0223194748358862,0.271764985727878,0.962369971385289,51
"{Buns & Pavs} => {Gourd & Cucumber}",0.0079686013320647,0.343589743589744,0.0231921979067555,1.14684500361356,67
"{Gourd & Cucumber} => {Buns & Pavs}",0.0079686013320647,0.0265978562921794,0.299595623215985,1.14684500361356,67
"{Buns & Pavs} => {Beans}",0.00975261655566127,0.42051282051282,0.0231921979067555,1.0563704197406,82
"{Beans} => {Buns & Pavs}",0.00975261655566127,0.0244995518374664,0.398073263558516,1.0563704197406,82
"{Buns & Pavs} => {Root Vegetables}",0.00951474785918173,0.41025641025641,0.0231921979067555,0.993215058288482,80
"{Root Vegetables} => {Buns & Pavs}",0.00951474785918173,0.0230348401957961,0.413058991436727,0.993215058288482,80
"{Buns & Pavs} => {Other Vegetables}",0.00939581351094196,0.405128205128205,0.0231921979067555,0.949363976788726,79
"{Other Vegetables} => {Buns & Pavs}",0.00939581351094196,0.0220178372352285,0.426736441484301,0.949363976788726,79
"{Ice Creams & Desserts} => {Namkeen}",0.00606565176022835,0.294797687861272,0.0205756422454805,2.02009695153836,51
"{Namkeen} => {Ice Creams & Desserts}",0.00606565176022835,0.0415647921760391,0.1459324452902,2.02009695153836,51
"{Ice Creams & Desserts} => {Banana}",0.00773073263558516,0.375722543352601,0.0205756422454805,1.44712558154314,65
"{Banana} => {Ice Creams & Desserts}",0.00773073263558516,0.0297755382501145,0.259633682207422,1.44712558154314,65
"{Ice Creams & Desserts} => {Other Dals}",0.00666032350142721,0.323699421965318,0.0205756422454805,1.39429546100635,56
"{Other Dals} => {Ice Creams & Desserts}",0.00666032350142721,0.0286885245901639,0.232159847764034,1.39429546100635,56
"{Ice Creams & Desserts} => {Brinjals}",0.00594671741198858,0.289017341040462,0.0205756422454805,1.06348262733838,50
"{Brinjals} => {Ice Creams & Desserts}",0.00594671741198858,0.0218818380743982,0.271764985727878,1.06348262733838,50
"{Ice Creams & Desserts} => {Gourd & Cucumber}",0.00582778306374881,0.283236994219653,0.0205756422454805,0.945397636918954,49
"{Gourd & Cucumber} => {Ice Creams & Desserts}",0.00582778306374881,0.019452163556967,0.299595623215985,0.945397636918954,49
"{Ice Creams & Desserts} => {Beans}",0.00892007611798287,0.433526011560694,0.0205756422454805,1.08906086202639,75
"{Beans} => {Ice Creams & Desserts}",0.00892007611798287,0.0224081266806095,0.398073263558516,1.08906086202639,75
"{Ice Creams & Desserts} => {Root Vegetables}",0.00856327307326356,0.416184971098266,0.0205756422454805,1.00756787704988,72
"{Root Vegetables} => {Ice Creams & Desserts}",0.00856327307326356,0.0207313561762165,0.413058991436727,1.00756787704988,72
"{Ice Creams & Desserts} => {Other Vegetables}",0.00951474785918173,0.46242774566474,0.0205756422454805,1.08363781648527,80
"{Other Vegetables} => {Ice Creams & Desserts}",0.00951474785918173,0.0222965440356745,0.426736441484301,1.08363781648527,80
"{Other Sweets} => {Namkeen}",0.00558991436726927,0.274853801169591,0.020337773549001,1.88343175243188,47
"{Namkeen} => {Other Sweets}",0.00558991436726927,0.0383048084759576,0.1459324452902,1.88343175243188,47
"{Other Sweets} => {Banana}",0.00725499524262607,0.35672514619883,0.020337773549001,1.37395557912953,61
"{Banana} => {Other Sweets}",0.00725499524262607,0.0279431974347229,0.259633682207422,1.37395557912953,61
"{Other Sweets} => {Other Dals}",0.00511417697431018,0.251461988304094,0.020337773549001,1.0831415971623,43
"{Other Dals} => {Other Sweets}",0.00511417697431018,0.0220286885245902,0.232159847764034,1.0831415971623,43
"{Other Sweets} => {Beans}",0.00784966698382493,0.385964912280702,0.020337773549001,0.969582606052029,66
"{Beans} => {Other Sweets}",0.00784966698382493,0.0197191514789364,0.398073263558516,0.969582606052029,66
"{Other Sweets} => {Root Vegetables}",0.00820647002854424,0.403508771929825,0.020337773549001,0.976879284303474,69
"{Root Vegetables} => {Other Sweets}",0.00820647002854424,0.0198675496688742,0.413058991436727,0.976879284303474,69
"{Other Sweets} => {Other Vegetables}",0.00856327307326356,0.421052631578947,0.020337773549001,0.986680748694479,72
"{Other Vegetables} => {Other Sweets}",0.00856327307326356,0.020066889632107,0.426736441484301,0.986680748694479,72
"{Instant Noodles} => {Sugar}",0.00523311132254995,0.261904761904762,0.0199809705042816,1.64704206289846,44
"{Sugar} => {Instant Noodles}",0.00523311132254995,0.0329094988780853,0.159015223596575,1.64704206289846,44
"{Instant Noodles} => {Banana}",0.00594671741198858,0.297619047619048,0.0199809705042816,1.14630368867657,50
"{Banana} => {Instant Noodles}",0.00594671741198858,0.0229042601923958,0.259633682207422,1.14630368867657,50
"{Instant Noodles} => {Other Dals}",0.00582778306374881,0.291666666666667,0.0199809705042816,1.25631830601093,49
"{Other Dals} => {Instant Noodles}",0.00582778306374881,0.0251024590163934,0.232159847764034,1.25631830601093,49
"{Instant Noodles} => {Brinjals}",0.0054709800190295,0.273809523809524,0.0199809705042816,1.00752318432844,46
"{Brinjals} => {Instant Noodles}",0.0054709800190295,0.0201312910284464,0.271764985727878,1.00752318432844,46
"{Instant Noodles} => {Beans}",0.0117745004757374,0.589285714285714,0.0199809705042816,1.48034487174015,99
"{Beans} => {Instant Noodles}",0.0117745004757374,0.0295787272184045,0.398073263558516,1.48034487174015,99
"{Instant Noodles} => {Root Vegetables}",0.0116555661274976,0.583333333333333,0.0199809705042816,1.41222766100394,98
"{Root Vegetables} => {Instant Noodles}",0.0116555661274976,0.0282176792398503,0.413058991436727,1.41222766100394,98
"{Instant Noodles} => {Other Vegetables}",0.00844433872502379,0.422619047619048,0.0199809705042816,0.99035143600361,71
"{Other Vegetables} => {Instant Noodles}",0.00844433872502379,0.0197881828316611,0.426736441484301,0.99035143600361,71
"{Curd} => {Banana}",0.00737392959086584,0.28310502283105,0.02604662226451,1.09040175536577,62
"{Banana} => {Curd}",0.00737392959086584,0.0284012826385708,0.259633682207422,1.09040175536577,62
"{Curd} => {Other Dals}",0.00642245480494767,0.246575342465753,0.02604662226451,1.06209297103077,54
"{Other Dals} => {Curd}",0.00642245480494767,0.0276639344262295,0.232159847764034,1.06209297103077,54
"{Curd} => {Gourd & Cucumber}",0.00535204567078972,0.205479452054795,0.02604662226451,0.685855987644586,45
"{Gourd & Cucumber} => {Curd}",0.00535204567078972,0.017864231838031,0.299595623215985,0.685855987644586,45
"{Curd} => {Beans}",0.00749286393910561,0.287671232876712,0.02604662226451,0.722659015843262,63
"{Beans} => {Curd}",0.00749286393910561,0.018822826411712,0.398073263558516,0.722659015843262,63
"{Curd} => {Root Vegetables}",0.010941960038059,0.420091324200913,0.02604662226451,1.01702500831595,92
"{Root Vegetables} => {Curd}",0.010941960038059,0.0264900662251656,0.413058991436727,1.01702500831595,92
"{Curd} => {Other Vegetables}",0.00927687916270219,0.356164383561644,0.02604662226451,0.834623783998412,78
"{Other Vegetables} => {Curd}",0.00927687916270219,0.0217391304347826,0.426736441484301,0.834623783998412,78
"{Cooking Sauce} => {Sugar}",0.00511417697431018,0.234972677595628,0.0217649857278782,1.4776741011399,43
"{Sugar} => {Cooking Sauce}",0.00511417697431018,0.0321615557217651,0.159015223596575,1.4776741011399,43
"{Cooking Sauce} => {Other Dals}",0.00725499524262607,0.333333333333333,0.0217649857278782,1.43579234972678,61
"{Other Dals} => {Cooking Sauce}",0.00725499524262607,0.03125,0.232159847764034,1.43579234972678,61
"{Cooking Sauce} => {Gourd & Cucumber}",0.00535204567078972,0.245901639344262,0.0217649857278782,0.820778477017292,45
"{Gourd & Cucumber} => {Cooking Sauce}",0.00535204567078972,0.017864231838031,0.299595623215985,0.820778477017292,45
"{Cooking Sauce} => {Beans}",0.00725499524262607,0.333333333333333,0.0217649857278782,0.837366796135843,61
"{Beans} => {Cooking Sauce}",0.00725499524262607,0.0182252763668957,0.398073263558516,0.837366796135843,61
"{Cooking Sauce} => {Root Vegetables}",0.0096336822074215,0.442622950819672,0.0217649857278782,1.07157321350182,81
"{Root Vegetables} => {Cooking Sauce}",0.0096336822074215,0.0233227756982436,0.413058991436727,1.07157321350181,81
"{Cooking Sauce} => {Other Vegetables}",0.00951474785918173,0.437158469945355,0.0217649857278782,1.02442263525656,80
"{Other Vegetables} => {Cooking Sauce}",0.00951474785918173,0.0222965440356745,0.426736441484301,1.02442263525656,80
"{Cookies} => {Namkeen}",0.00761179828734539,0.316831683168317,0.0240247383444339,2.1710845901216,64
"{Namkeen} => {Cookies}",0.00761179828734539,0.052159739201304,0.1459324452902,2.1710845901216,64
"{Cookies} => {Whole Spices}",0.0063035204567079,0.262376237623762,0.0240247383444339,1.2900932198483,53
"{Whole Spices} => {Cookies}",0.0063035204567079,0.0309941520467836,0.20337773549001,1.2900932198483,53
"{Cookies} => {Banana}",0.0063035204567079,0.262376237623762,0.0240247383444339,1.01056317267091,53
"{Banana} => {Cookies}",0.0063035204567079,0.0242785158039395,0.259633682207422,1.01056317267091,53
"{Cookies} => {Other Dals}",0.00570884871550904,0.237623762376238,0.0240247383444339,1.02353514039929,48
"{Other Dals} => {Cookies}",0.00570884871550904,0.0245901639344262,0.232159847764034,1.02353514039929,48
"{Cookies} => {Brinjals}",0.00618458610846813,0.257425742574257,0.0240247383444339,0.947236605498624,52
"{Brinjals} => {Cookies}",0.00618458610846813,0.0227571115973742,0.271764985727878,0.947236605498624,52
"{Cookies} => {Gourd & Cucumber}",0.00618458610846813,0.257425742574257,0.0240247383444339,0.85924400300292,52
"{Gourd & Cucumber} => {Cookies}",0.00618458610846813,0.0206431123461691,0.299595623215985,0.85924400300292,52
"{Cookies} => {Beans}",0.0079686013320647,0.331683168316832,0.0240247383444339,0.833221415956953,67
"{Beans} => {Cookies}",0.0079686013320647,0.0200179265013445,0.398073263558516,0.833221415956953,67
"{Cookies} => {Root Vegetables}",0.00761179828734539,0.316831683168317,0.0240247383444339,0.76703737174754,64
"{Root Vegetables} => {Cookies}",0.00761179828734539,0.0184278721566369,0.413058991436727,0.76703737174754,64
"{Cookies} => {Other Vegetables}",0.0102283539486204,0.425742574257426,0.0240247383444339,0.99767100455865,86
"{Other Vegetables} => {Cookies}",0.0102283539486204,0.0239687848383501,0.426736441484301,0.99767100455865,86
"{Phenyles & Acids} => {Urad Dal}",0.00511417697431018,0.240223463687151,0.0212892483349191,2.34587558964177,43
"{Urad Dal} => {Phenyles & Acids}",0.00511417697431018,0.0499419279907085,0.102402473834443,2.34587558964177,43
"{Phenyles & Acids} => {Sooji & Rava}",0.00511417697431018,0.240223463687151,0.0212892483349191,1.82127942532152,43
"{Sooji & Rava} => {Phenyles & Acids}",0.00511417697431018,0.0387736699729486,0.131898192197907,1.82127942532152,43
"{Phenyles & Acids} => {Sugar}",0.0063035204567079,0.29608938547486,0.0212892483349191,1.86201911224579,53
"{Sugar} => {Phenyles & Acids}",0.0063035204567079,0.0396409872849663,0.159015223596575,1.86201911224579,53
"{Phenyles & Acids} => {Toor Dal}",0.0063035204567079,0.29608938547486,0.0212892483349191,1.94950630624325,53
"{Toor Dal} => {Phenyles & Acids}",0.0063035204567079,0.0415035238841034,0.151879162702188,1.94950630624325,53
"{Phenyles & Acids} => {Whole Spices}",0.00689819219790676,0.324022346368715,0.0212892483349191,1.59320461302231,58
"{Whole Spices} => {Phenyles & Acids}",0.00689819219790676,0.0339181286549708,0.20337773549001,1.59320461302231,58
"{Phenyles & Acids} => {Banana}",0.0054709800190295,0.256983240223464,0.0212892483349191,0.989791609619278,46
"{Banana} => {Phenyles & Acids}",0.0054709800190295,0.0210719193770041,0.259633682207422,0.989791609619278,46
"{Phenyles & Acids} => {Other Dals}",0.00808753568030447,0.379888268156425,0.0212892483349191,1.63632200750985,68
"{Other Dals} => {Phenyles & Acids}",0.00808753568030447,0.0348360655737705,0.232159847764034,1.63632200750985,68
"{Phenyles & Acids} => {Brinjals}",0.00582778306374881,0.273743016759777,0.0212892483349191,1.00727846167011,49
"{Brinjals} => {Phenyles & Acids}",0.00582778306374881,0.0214442013129103,0.271764985727878,1.00727846167011,49
"{Phenyles & Acids} => {Gourd & Cucumber}",0.00677925784966698,0.318435754189944,0.0212892483349191,1.06288520096429,57
"{Gourd & Cucumber} => {Phenyles & Acids}",0.00677925784966698,0.0226280269948392,0.299595623215985,1.06288520096429,57
"{Phenyles & Acids} => {Beans}",0.00939581351094196,0.441340782122905,0.0212892483349191,1.10869235019103,79
"{Beans} => {Phenyles & Acids}",0.00939581351094196,0.023603226770242,0.398073263558516,1.10869235019103,79
"{Phenyles & Acids} => {Root Vegetables}",0.00915794481446242,0.430167597765363,0.0212892483349191,1.04141928074033,77
"{Root Vegetables} => {Phenyles & Acids}",0.00915794481446242,0.0221710336884538,0.413058991436727,1.04141928074033,77
"{Phenyles & Acids} => {Other Vegetables}",0.00844433872502379,0.396648044692737,0.0212892483349191,0.929491850550874,71
"{Other Vegetables} => {Phenyles & Acids}",0.00844433872502379,0.0197881828316611,0.426736441484301,0.929491850550874,71
"{Organic Salt} => {Sugar & Jaggery}",0.0196241674595623,1,0.0196241674595623,50.9575757575758,165
"{Sugar & Jaggery} => {Organic Salt}",0.0196241674595623,1,0.0196241674595623,50.9575757575758,165
"{Organic Salt} => {Organic Flours}",0.0063035204567079,0.321212121212121,0.0196241674595623,13.0471087688479,53
"{Organic Flours} => {Organic Salt}",0.0063035204567079,0.256038647342995,0.0246194100856327,13.0471087688479,53
"{Organic Salt} => {Organic Masalas & Spices}",0.00642245480494767,0.327272727272727,0.0196241674595623,9.48865203761755,54
"{Organic Masalas & Spices} => {Organic Salt}",0.00642245480494767,0.186206896551724,0.0344909609895338,9.48865203761756,54
"{Organic Salt} => {Organic Dals & Pulses}",0.00915794481446242,0.466666666666667,0.0196241674595623,11.2427889207259,77
